period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,gross.generation,gross.generation.units,sector,entityid,entityName,balancing_authority_code,balancing.authority.name,status,gen_cap,operating.year.month,geometry,intersection,geoid,long,lat
2014-04,58814,Shasta Solar Farm,SUN,Solar,CA,California,PV,641.67,megawatthours,ipp-non-chp,58696,Ignite Solar Holdings LLC,CISO,California Independent System Operator,OP,3,2014-03,-121.4225|41.031389,5640,06089012702,-121.4225,41.031389
2016-04,58831,Redcrest Solar Farm,SUN,Solar,CA,California,PV,3384.49,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,16.6,2015-10,-118.812778|35.321944,3803,06029006202,-118.812778,35.321944
2013-04,58889,ASTI,SUN,Solar,CA,California,PV,105.68,megawatthours,ipp-non-chp,58759,Perpetual Energy Systems,CISO,California Independent System Operator,OP,1,2009-02,-122.975278|38.761389,5686,06097154201,-122.975278,38.761389
2013-04,58890,Beringer,SUN,Solar,CA,California,PV,109.53,megawatthours,ipp-non-chp,58759,Perpetual Energy Systems,CISO,California Independent System Operator,OP,1.2,2009-01,-122.479722|38.510833,1882,06055201602,-122.479722,38.510833
2014-06,58906,Valley Center 1,SUN,Solar,CA,California,PV,534.72,megawatthours,ipp-non-chp,58775,Sol Orchard San Diego 22 LLC,CISO,California Independent System Operator,OP,2.5,2013-12,-117.001667|33.234167,8313,06073019106,-117.001667,33.234167
2014-06,58907,Valley Center 2,SUN,Solar,CA,California,PV,1201.78,megawatthours,ipp-non-chp,58776,Sol Orchard San Diego 23 LLC,CISO,California Independent System Operator,OP,5,2013-12,-117.001667|33.234167,8313,06073019106,-117.001667,33.234167
2014-06,58909,Ramona 1,SUN,Solar,CA,California,PV,485.69,megawatthours,ipp-non-chp,58786,Sol Orchard San Diego 20 LLC,CISO,California Independent System Operator,OP,2,2013-12,-116.875|33.012222,4568,06073020801,-116.875,33.012222
2014-06,58911,Ramona 2,SUN,Solar,CA,California,PV,1164.64,megawatthours,ipp-non-chp,58787,Sol Orchard San Diego 21 LLC,CISO,California Independent System Operator,OP,5,2013-12,-116.875|33.012222,4568,06073020801,-116.875,33.012222
2016-04,58912,Santa Fe Springs Rooftop Solar BLDG M,SUN,Solar,CA,California,PV,259.01,megawatthours,ipp-non-chp,57104,Golden Springs Development Company LLC,CISO,California Independent System Operator,OP,1.8,2015-03,-118.044444|33.910833,6359,06037504102,-118.044444,33.910833
2016-04,58913,Santa Fe Springs Rooftop Solar BLDG H,SUN,Solar,CA,California,PV,227.39,megawatthours,ipp-non-chp,57104,Golden Springs Development Company LLC,CISO,California Independent System Operator,OP,1.5,2015-03,-118.044444|33.910833,6359,06037504102,-118.044444,33.910833
2014-06,58918,2081 Terzian Solar Project,SUN,Solar,CA,California,PV,221.49,megawatthours,ipp-non-chp,61315,Solarenewal LLC,CISO,California Independent System Operator,OP,1.2,2014-02,-119.415833|36.67,7875,06019006300,-119.415833,36.67
2014-06,58919,2127 Harris Solar Project,SUN,Solar,CA,California,PV,103.82,megawatthours,ipp-non-chp,61315,Solarenewal LLC,CISO,California Independent System Operator,OP,1.3,2014-04,-121.669722|39.291667,6329,06101050701,-121.669722,39.291667
2014-06,58920,2097 Helton Solar Project,SUN,Solar,CA,California,PV,27.25,megawatthours,ipp-non-chp,61315,Solarenewal LLC,CISO,California Independent System Operator,OP,1.5,2014-04,-120.506944|37.352222,7381,06047002500,-120.506944,37.352222
2014-06,58949,Cloverdale Solar I,SUN,Solar,CA,California,PV,222.96,megawatthours,ipp-non-chp,58812,GLT Cloverdale Solar LLC,CISO,California Independent System Operator,OP,1.5,2014-06,-123.017778|38.773056,4329,06097154202,-123.017778,38.773056
2013-04,58954,Intel Folsom Phase 2,SUN,Solar,CA,California,PV,126.49,megawatthours,ipp-non-chp,60947,Tesla Inc.,BANC,Balancing Authority of Northern California,OP,1,2012-10,-121.163889|38.643611,8952,06067008504,-121.163889,38.643611
2014-06,58963,Las Virgenes Municipal Water District,SUN,Solar,CA,California,PV,218.06,megawatthours,ipp-non-chp,60947,Tesla Inc.,CISO,California Independent System Operator,OP,1,2014-02,-118.701944|34.136111,5932,06037800202,-118.701944,34.136111
2015-01,58973,White River Solar 2,SUN,Solar,CA,California,PV,2533.49,megawatthours,ipp-non-chp,56769,Consolidated Edison Development Inc.,CISO,California Independent System Operator,OP,19.8,2014-09,-119.046111|35.874722,4500,06107004500,-119.046111,35.874722
2017-02,58975,Henrietta Solar Project,SUN,Solar,CA,California,PV,11399.58,megawatthours,ipp-non-chp,17650,Southern Power Co,CISO,California Independent System Operator,OP,102,2016-08,-119.805833|36.218806,3897,06031001601,-119.805833,36.218806
2015-01,58983,RE Camelot LLC,SUN,Solar,CA,California,PV,5616,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,45,2014-12,-118.185556|35.026667,7644,06029005900,-118.185556,35.026667
2015-01,58984,"RE Adams East, LLC",SUN,Solar,CA,California,PV,2437.6,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,19,2014-12,-120.290833|36.6175,8900,06019008200,-120.290833,36.6175
2015-01,58985,"RE Kansas Solar, LLC",SUN,Solar,CA,California,PV,2386.88,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,20,2014-12,-119.833889|36.247778,3897,06031001601,-119.833889,36.247778
2015-01,58986,"RE Old River One, LLC",SUN,Solar,CA,California,PV,2427.47,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,20,2014-12,-119.088889|35.223333,7618,06029003204,-119.088889,35.223333
2015-01,58990,"RE Columbia Two, LLC",SUN,Solar,CA,California,PV,2060.11,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,15,2014-12,-118.185556|35.026667,7644,06029005900,-118.185556,35.026667
2015-01,58991,"RE Kent South, LLC",SUN,Solar,CA,California,PV,2568.15,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,20,2014-12,-119.905278|36.226111,3897,06031001601,-119.905278,36.226111
2017-02,59008,Woodmere Solar Farm,SUN,Solar,CA,California,PV,1679.06,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,15,2015-12,-118.821389|35.323056,3803,06029006202,-118.821389,35.323056
2017-02,59009,Hayworth Solar,SUN,Solar,CA,California,PV,2814.89,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,27,2015-12,-118.878611|35.325278,7646,06029006201,-118.878611,35.325278
2014-06,59058,Vacaville,SUN,Solar,CA,California,PV,216.4,megawatthours,ipp-non-chp,57130,Janssen Pharmaceutical Co,CISO,California Independent System Operator,OP,1,2007-09,-121.960278|38.399444,8178,06095252904,-121.960278,38.399444
2015-06,59086,Goose Lake Solar,SUN,Solar,CA,California,PV,3529.63,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,12,2015-05,-119.58|35.593611,7660,06029004500,-119.58,35.593611
2015-06,59087,City of Corcoran Solar,SUN,Solar,CA,California,PV,3021.04,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,12,2015-05,-119.554444|36.134444,3886,06031001300,-119.554444,36.134444
2017-02,59088,Calipatria Solar Farm,SUN,Solar,CA,California,PV,2069.09,megawatthours,ipp-non-chp,17650,Southern Power Co,IID,Imperial Irrigation District,OP,20,2016-02,-115.532222|33.165833,7258,06025010102,-115.532222,33.165833
2014-07,59094,Division 1,SUN,Solar,CA,California,PV,249.84,megawatthours,ipp-non-chp,60947,Tesla Inc.,CISO,California Independent System Operator,OP,1.5,2014-06,-118.130556|34.708333,1865,06037900602,-118.130556,34.708333
2014-07,59095,Division 2,SUN,Solar,CA,California,PV,165.12,megawatthours,ipp-non-chp,60947,Tesla Inc.,CISO,California Independent System Operator,OP,1,2014-06,-118.130556|34.708333,1865,06037900602,-118.130556,34.708333
2014-07,59096,Division 3,SUN,Solar,CA,California,PV,158.36,megawatthours,ipp-non-chp,60947,Tesla Inc.,CISO,California Independent System Operator,OP,1,2014-06,-118.130556|34.708333,1865,06037900602,-118.130556,34.708333
2014-07,59098,Kettering Solar 1,SUN,Solar,CA,California,PV,139.29,megawatthours,ipp-non-chp,60947,Tesla Inc.,CISO,California Independent System Operator,OP,1,2014-06,-118.123611|34.700278,4923,06037900606,-118.123611,34.700278
2014-07,59099,Kettering Solar 2,SUN,Solar,CA,California,PV,135.6,megawatthours,ipp-non-chp,60947,Tesla Inc.,CISO,California Independent System Operator,OP,1,2014-06,-118.123611|34.700278,4923,06037900606,-118.123611,34.700278
2014-06,59122,Enerparc CA1 LLC,SUN,Solar,CA,California,PV,342.75,megawatthours,ipp-non-chp,58944,"Enerparc CA 1, LLC",CISO,California Independent System Operator,OP,1.5,2014-06,-121.404167|36.831667,6234,06069000702,-121.404167,36.831667
2014-06,59129,CSD 2- Freedom High,SUN,Solar,CA,California,PV,194.48,megawatthours,ipp-non-chp,59622,"Ahana Renewables, LLC",CISO,California Independent System Operator,OP,1.1,2013-08,-121.719444|37.969722,3662,06013302010,-121.719444,37.969722
2014-06,59130,CSD 2 - Heritage High,SUN,Solar,CA,California,PV,246.48,megawatthours,ipp-non-chp,59622,"Ahana Renewables, LLC",CISO,California Independent System Operator,OP,1.3,2013-09,-121.755556|37.921944,7924,06013304001,-121.755556,37.921944
2014-06,59132,EAFB - North Base,SUN,Solar,CA,California,PV,285.6,megawatthours,ipp-non-chp,59622,"Ahana Renewables, LLC",CISO,California Independent System Operator,OP,1.1,2012-02,-117.907222|34.9325,8866,06029005700,-117.907222,34.9325
2014-06,59133,EAFB - South Base,SUN,Solar,CA,California,PV,237.78,megawatthours,ipp-non-chp,59622,"Ahana Renewables, LLC",CISO,California Independent System Operator,OP,1.1,2012-02,-117.900278|34.917222,8866,06029005700,-117.900278,34.917222
2014-06,59138,SDCCD - Miramar,SUN,Solar,CA,California,PV,207.81,megawatthours,ipp-non-chp,59622,"Ahana Renewables, LLC",CISO,California Independent System Operator,OP,1.1,2011-02,-117.121389|32.906111,6290,06073008359,-117.121389,32.906111
2014-06,59139,SDCWA - Twin Oaks,SUN,Solar,CA,California,PV,216.07,megawatthours,ipp-non-chp,59622,"Ahana Renewables, LLC",CISO,California Independent System Operator,OP,1.1,2011-05,-117.170556|33.21,8479,06073019208,-117.170556,33.21
2017-02,59150,RE Mustang LLC,SUN,Solar,CA,California,PV,12089.87,megawatthours,ipp-non-chp,58968,RE Mustang LLC,CISO,California Independent System Operator,OP,100,2016-08,-119.903056|36.221667,3897,06031001601,-119.903056,36.221667
2015-01,59167,Lancaster Solar 1,SUN,Solar,CA,California,PV,169.86,megawatthours,ipp-non-chp,58976,"PsomasFMG Lancaster Solar Crest, LLC",CISO,California Independent System Operator,OP,1.5,2014-11,-118.095|34.715,3485,06037900609,-118.095,34.715
2015-01,59169,Lancaster Solar 2,SUN,Solar,CA,California,PV,174.16,megawatthours,ipp-non-chp,58976,"PsomasFMG Lancaster Solar Crest, LLC",CISO,California Independent System Operator,OP,1.5,2014-11,-118.166111|34.710556,9050,06037900900,-118.166111,34.710556
2015-06,59182,Hesperia,SUN,Solar,CA,California,PV,327.95,megawatthours,ipp-non-chp,59139,SunEdison LLC,CISO,California Independent System Operator,OP,1.5,2014-08,-117.378056|34.435,6337,06071010009,-117.378056,34.435
2014-06,59183,"CID Solar, LLC",SUN,Solar,CA,California,PV,17.52,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,20,2014-12,-119.564722|36.138056,3885,06031001200,-119.564722,36.138056
2014-07,59203,Farmersville,SUN,Solar,CA,California,PV,582.26,megawatthours,ipp-non-chp,58593,Sequoia PV 1 LLC,CISO,California Independent System Operator,OP,4.5,2014-07,-119.12|36.19,9410,06107002500,-119.12,36.19
2014-07,59219,Porterville 6 and 7,SUN,Solar,CA,California,PV,429.6,megawatthours,ipp-non-chp,59004,Sequoia PV 3 LLC,CISO,California Independent System Operator,OP,3,2014-07,-119.02|36.05,6153,06107004102,-119.02,36.05
2015-01,59237,Lone Valley Solar Park II LLC,SUN,Solar,CA,California,PV,2549.53,megawatthours,ipp-non-chp,59041,Lone Valley Solar Park II LLC,CISO,California Independent System Operator,OP,20,2014-12,-116.8625|34.408333,4042,06071012103,-116.8625,34.408333
2017-02,59249,Rio Bravo Solar 1 LLC,SUN,Solar,CA,California,PV,2456.44,megawatthours,ipp-non-chp,60605,"Rio Bravo Solar I, LLC",CISO,California Independent System Operator,OP,20,2016-12,-119.6825|35.416111,7563,06029003304,-119.6825,35.416111
2017-02,59250,Rio Bravo Solar II LLC,SUN,Solar,CA,California,PV,2446.96,megawatthours,ipp-non-chp,60606,"Rio Bravo Solar II, LLC",CISO,California Independent System Operator,OP,20,2016-12,-119.629167|35.4225,7563,06029003304,-119.629167,35.4225
2016-01,59253,Wildwood Solar II,SUN,Solar,CA,California,PV,0,megawatthours,ipp-non-chp,60607,"Wildwood Solar II, LLC",CISO,California Independent System Operator,OP,15,2017-01,-119.573889|35.63,7660,06029004500,-119.573889,35.63
2015-01,59262,Lancaster Little Rock,SUN,Solar,CA,California,PV,592.71,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,5,2014-12,-117.932778|34.599444,6488,06037910001,-117.932778,34.599444
2015-01,59265,Merced Solar LLC,SUN,Solar,CA,California,PV,127.36,megawatthours,ipp-non-chp,59089,Merced Solar LLC,CISO,California Independent System Operator,OP,1.5,2014-12,-120.484444|37.267778,3614,06047000901,-120.484444,37.267778
2015-01,59267,Mission Solar LLC,SUN,Solar,CA,California,PV,109.97,megawatthours,ipp-non-chp,59090,Mission Solar LLC,CISO,California Independent System Operator,OP,1.5,2014-12,-120.4825|37.267778,3614,06047000901,-120.4825,37.267778
2015-01,59268,Hollister Solar LLC,SUN,Solar,CA,California,PV,142.26,megawatthours,ipp-non-chp,59091,Hollister Solar LLC,CISO,California Independent System Operator,OP,1.5,2014-12,-121.428889|36.8625,9440,06069000300,-121.428889,36.8625
2015-01,59269,Victor Mesa Linda B2,SUN,Solar,CA,California,PV,185.04,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,1.5,2014-11,-117.387222|34.512778,6100,06071009110,-117.387222,34.512778
2015-01,59270,Victor Mesa Linda C2,SUN,Solar,CA,California,PV,183.94,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,1.5,2014-11,-117.387222|34.511389,6100,06071009110,-117.387222,34.511389
2015-01,59271,Victor Mesa Linda D2,SUN,Solar,CA,California,PV,184.14,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,1.5,2014-11,-117.387222|34.509444,6100,06071009110,-117.387222,34.509444
2015-01,59272,Victor Mesa Linda E2,SUN,Solar,CA,California,PV,180.6,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,1.5,2014-11,-117.387222|34.508056,6100,06071009110,-117.387222,34.508056
2017-02,59273,SEPV Palmdale East,SUN,Solar,CA,California,PV,1209.53,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,10,2015-08,-117.938889|34.613056,6488,06037910001,-117.938889,34.613056
2015-01,59283,California PV Energy at ISD WWTP,SUN,Solar,CA,California,PV,147.79,megawatthours,ipp-non-chp,58540,California PV Energy LLC,CISO,California Independent System Operator,OP,1,2014-08,-121.703889|38.001111,8596,06013302006,-121.703889,38.001111
2015-01,59300,Hanford 1 and 2,SUN,Solar,CA,California,PV,289.14,megawatthours,ipp-non-chp,59104,"Sequoia PV 2, LLC",CISO,California Independent System Operator,OP,3,2014-08,-119.629167|36.306667,9420,06031001100,-119.629167,36.306667
2017-12,59308,Beacon Solar Plant Site 5,SUN,Solar,CA,California,PV,3937,megawatthours,ipp-non-chp,60865,"CD Global Solar Holdings, LLC",LDWP,Los Angeles Department of Water and Power,OP,37.8,2017-12,-118.034444|35.248889,1769,06029006500,-118.034444,35.248889
2017-12,59309,Beacon Solar Plant Site 2,SUN,Solar,CA,California,PV,4964,megawatthours,ipp-non-chp,60865,"CD Global Solar Holdings, LLC",LDWP,Los Angeles Department of Water and Power,OP,47.3,2017-12,-117.999167|35.265833,1769,06029006500,-117.999167,35.265833
2017-12,59315,Hecate Energy Beacon Solar 1,SUN,Solar,CA,California,PV,7139,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",LDWP,Los Angeles Department of Water and Power,OP,56,2017-04,-118.014444|35.269444,1769,06029006500,-118.014444,35.269444
2017-02,59316,Hecate Energy Beacon Solar 3,SUN,Solar,CA,California,PV,7678,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",LDWP,Los Angeles Department of Water and Power,OP,56,2016-12,-118.014722|35.253056,1769,06029006500,-118.014722,35.253056
2017-02,59317,Hecate Energy Beacon Solar 4,SUN,Solar,CA,California,PV,6570,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",LDWP,Los Angeles Department of Water and Power,OP,50,2016-12,-118.026944|35.253611,1769,06029006500,-118.026944,35.253611
2015-06,59322,Pumpjack Solar I,SUN,Solar,CA,California,PV,5138.1,megawatthours,ipp-non-chp,59121,"Pumpjack Solar I, LLC",CISO,California Independent System Operator,OP,20,2015-01,-119.6225|35.305556,7563,06029003304,-119.6225,35.305556
2015-06,59323,Sacramento (SMUD),SUN,Solar,CA,California,PV,243.17,megawatthours,ipp-non-chp,57081,"WGL Energy Systems, Inc",BANC,Balancing Authority of Northern California,OP,1.5,2014-08,-121.457778|38.587222,7267,06067005301,-121.457778,38.587222
2016-01,59334,"Catalina Solar 2, LLC",SUN,Solar,CA,California,PV,2185.31,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,18,2015-08,-118.352778|34.812222,7484,06037901209,-118.352778,34.812222
2016-01,59339,Quinto Solar PV Project,SUN,Solar,CA,California,PV,7691,megawatthours,ipp-non-chp,59138,"SunPower Corporation, Systems",CISO,California Independent System Operator,OP,108,2015-11,-121.052222|37.130278,3554,06047002000,-121.052222,37.130278
2016-01,59359,SCE-Snowline-Duncan Road (North),SUN,Solar,CA,California,PV,154.78,megawatthours,ipp-non-chp,59139,SunEdison LLC,CISO,California Independent System Operator,OP,1.5,2014-10,-117.562778|34.473889,9245,06071009108,-117.562778,34.473889
2016-01,59360,SCE-Snowline-Duncan Road (South),SUN,Solar,CA,California,PV,102.82,megawatthours,ipp-non-chp,59139,SunEdison LLC,CISO,California Independent System Operator,OP,1,2014-10,-117.562222|34.471389,9245,06071009108,-117.562222,34.471389
2015-06,59380,"Wildwood Solar I, LLC",SUN,Solar,CA,California,PV,4793.21,megawatthours,ipp-non-chp,59158,"Wildwood Solar I, LLC",CISO,California Independent System Operator,OP,19.5,2015-02,-119.578333|35.615833,7660,06029004500,-119.578333,35.615833
2014-04,59395,City of Tulare Water Facility,SUN,Solar,CA,California,PV,165.26,megawatthours,commercial-non-chp,59173,City of Tulare Water Pollution Control,CISO,California Independent System Operator,OP,1.1,2011-02,-119.375|36.185,8620,06107003002,-119.375,36.185
2014-04,59397,LandPro-1,SUN,Solar,CA,California,PV,12.97,megawatthours,ipp-non-chp,59174,"CD US Solar MT3, LLC",CISO,California Independent System Operator,OS,1.5,2014-12,-117.338889|34.762222,1803,06071011600,-117.338889,34.762222
2014-04,59398,LandPro-2,SUN,Solar,CA,California,PV,13.32,megawatthours,ipp-non-chp,59174,"CD US Solar MT3, LLC",CISO,California Independent System Operator,OS,1.5,2014-12,-117.338889|34.762222,1803,06071011600,-117.338889,34.762222
2014-04,59399,LandPro-3,SUN,Solar,CA,California,PV,7.78,megawatthours,ipp-non-chp,59174,"CD US Solar MT3, LLC",CISO,California Independent System Operator,OS,1.5,2014-12,-117.338889|34.762222,1803,06071011600,-117.338889,34.762222
2015-01,59405,Diamond Valley Solar Project,SUN,Solar,CA,California,PV,109.88,megawatthours,ipp-non-chp,59176,Diamond Valley Solar LLC,CISO,California Independent System Operator,OP,1.3,2015-01,-117.0725|33.713056,5871,06065042723,-117.0725,33.713056
2015-06,59408,Shafter Solar LLC,SUN,Solar,CA,California,PV,5159.12,megawatthours,ipp-non-chp,59183,Shafter Solar LLC,CISO,California Independent System Operator,OP,20,2015-05,-119.127778|35.393333,8990,06029003807,-119.127778,35.393333
2015-01,59409,"Madelyn Solar, LLC",SUN,Solar,CA,California,PV,142.45,megawatthours,ipp-non-chp,59185,"CD US Solar PO 3, LLC",CISO,California Independent System Operator,OP,1,2014-12,-117.323611|34.768333,1803,06071011600,-117.323611,34.768333
2015-01,59410,"Rudy Solar, LLC",SUN,Solar,CA,California,PV,202.76,megawatthours,ipp-non-chp,59185,"CD US Solar PO 3, LLC",CISO,California Independent System Operator,OP,1.5,2014-12,-117.323611|34.766389,1803,06071011600,-117.323611,34.766389
2015-01,59411,"Mitchell Solar, LLC",SUN,Solar,CA,California,PV,196.12,megawatthours,ipp-non-chp,59185,"CD US Solar PO 3, LLC",CISO,California Independent System Operator,OP,1.5,2014-12,-117.323611|34.765,1803,06071011600,-117.323611,34.765
2015-06,59412,Algonquin SKIC20 Solar LLC,SUN,Solar,CA,California,PV,3938.75,megawatthours,ipp-non-chp,59050,Algonquin Power Co,CISO,California Independent System Operator,OP,20,2015-05,-119.243333|35.126111,7563,06029003304,-119.243333,35.126111
2015-06,59413,Corcoran Solar 2,SUN,Solar,CA,California,PV,5017.9,megawatthours,ipp-non-chp,56769,Consolidated Edison Development Inc.,CISO,California Independent System Operator,OP,19.8,2015-05,-119.581667|36.141944,3885,06031001200,-119.581667,36.141944
2015-06,59414,Atwell Island West Solar,SUN,Solar,CA,California,PV,4684.55,megawatthours,ipp-non-chp,56769,Consolidated Edison Development Inc.,CISO,California Independent System Operator,OP,20,2015-05,-119.459722|35.815,4499,06107004300,-119.459722,35.815
2015-06,59416,Anaheim Solar Energy Plant,SUN,Solar,CA,California,PV,347.12,megawatthours,electric-utility,59187,Anaheim Public Utilities,CISO,California Independent System Operator,OP,2.1,2014-08,-117.919722|33.8025,3420,06059087503,-117.919722,33.8025
2015-06,59421,SCE-Snowline-White Road (South),SUN,Solar,CA,California,PV,273.51,megawatthours,ipp-non-chp,59139,SunEdison LLC,CISO,California Independent System Operator,OP,1.5,2014-11,-117.470833|34.413056,8522,06071009119,-117.470833,34.413056
2015-06,59422,SCE-Snowline-White Road (North),SUN,Solar,CA,California,PV,410.68,megawatthours,ipp-non-chp,59139,SunEdison LLC,CISO,California Independent System Operator,OP,1.5,2014-11,-117.469722|34.4175,8522,06071009119,-117.469722,34.4175
2015-06,59423,SCE-Snowline-White Rd (Central),SUN,Solar,CA,California,PV,423.39,megawatthours,ipp-non-chp,59139,SunEdison LLC,CISO,California Independent System Operator,OP,1.5,2014-11,-117.47|34.415278,8522,06071009119,-117.47,34.415278
2017-02,59431,Sierra Solar Greenworks,SUN,Solar,CA,California,PV,2022.74,megawatthours,ipp-non-chp,58661,"Sustainable Power Group, LLC",CISO,California Independent System Operator,OP,20,2015-11,-118.334167|34.703611,7484,06037901209,-118.334167,34.703611
2017-02,59440,"Adelanto Solar II, LLC",SUN,Solar,CA,California,PV,865.62,megawatthours,ipp-non-chp,59212,"Adelanto Solar II, LLC",CISO,California Independent System Operator,OP,7,2015-07,-117.3775|34.557222,6100,06071009110,-117.3775,34.557222
2017-02,59441,"Adelanto Solar, LLC",SUN,Solar,CA,California,PV,2804.91,megawatthours,ipp-non-chp,59211,"Adelanto Solar, LLC",CISO,California Independent System Operator,OP,20,2015-09,-117.3775|34.557222,6100,06071009110,-117.3775,34.557222
2015-06,59443,"TA-Acacia, LLC",SUN,Solar,CA,California,PV,6406.13,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,20,2014-11,-118.324722|34.689167,7484,06037901209,-118.324722,34.689167
2015-06,59469,Alamo Solar,SUN,Solar,CA,California,PV,5010.19,megawatthours,ipp-non-chp,58468,Dominion Renewable Energy,CISO,California Independent System Operator,OP,20,2015-05,-117.3475|34.682222,5638,06071011700,-117.3475,34.682222
2017-10,59473,Apple Campus 2 PV,SUN,Solar,CA,California,PV,477.96,megawatthours,industrial-non-chp,57369,"Apple, Inc",CISO,California Independent System Operator,OP,14.4,2017-06,-122.01|37.33,9355,06085508102,-122.01,37.33
2017-10,59522,Giffen Solar Park,SUN,Solar,CA,California,PV,4138.49,megawatthours,ipp-non-chp,59257,"Giffen Solar Park, LLC",CISO,California Independent System Operator,OP,20,2017-06,-120.316111|36.544722,8900,06019008200,-120.316111,36.544722
2017-02,59523,Five Points Solar Park,SUN,Solar,CA,California,PV,6831.8,megawatthours,ipp-non-chp,59258,"Five Points Solar Park, LLC",CISO,California Independent System Operator,OP,60,2016-09,-120.236667|36.386944,2690,06019007902,-120.236667,36.386944
2019-01,59524,Blackwell Solar Park,SUN,Solar,CA,California,PV,2099.71,megawatthours,ipp-non-chp,56769,Consolidated Edison Development Inc.,CISO,California Independent System Operator,OP,20,2019-01,-119.845|35.612,7660,06029004500,-119.845,35.612
2020-11,59525,Wright Solar Park,SUN,Solar,CA,California,PV,26445,megawatthours,ipp-non-chp,59260,Wright Solar Park LLC,CISO,California Independent System Operator,OP,200,2019-12,-120.957222|37.009444,3004,06047002100,-120.957222,37.009444
2016-04,59528,NRG Solar Oasis LLC,SUN,Solar,CA,California,PV,4905.74,megawatthours,ipp-non-chp,59262,"NRG Solar Oasis, LLC",CISO,California Independent System Operator,OP,20,2016-01,-118.076667|34.648889,6611,06037980004,-118.076667,34.648889
2020-11,59531,Borden Solar Farm,SUN,Solar,CA,California,PV,6767,megawatthours,ipp-non-chp,59272,"41MB 8me, LLC",CISO,California Independent System Operator,OP,50,2020-06,-119.96|36.941111,9194,06039000508,-119.96,36.941111
2017-02,59532,Springbok Solar Farm 1,SUN,Solar,CA,California,PV,13809.99,megawatthours,ipp-non-chp,59273,"62SK 8me, LLC",LDWP,Los Angeles Department of Water and Power,OP,105,2016-07,-117.955278|35.249167,1769,06029006500,-117.955278,35.249167
2015-06,59536,Coronus Adelanto West 1,SUN,Solar,CA,California,PV,328.05,megawatthours,ipp-non-chp,59275,CF SBC Master Tenant One LLC,CISO,California Independent System Operator,OP,1.5,2015-01,-117.464444|34.548056,6101,06071009117,-117.464444,34.548056
2015-06,59537,Coronus Adelanto West 2,SUN,Solar,CA,California,PV,331.84,megawatthours,ipp-non-chp,59275,CF SBC Master Tenant One LLC,CISO,California Independent System Operator,OP,1.5,2015-01,-117.464444|34.548056,6101,06071009117,-117.464444,34.548056
2015-06,59539,Park Meridian #1,SUN,Solar,CA,California,PV,300.4,megawatthours,ipp-non-chp,59284,"Kona Solar, LLC",CISO,California Independent System Operator,OP,1.5,2015-03,-117.283611|33.896111,8936,06065046700,-117.283611,33.896111
2015-06,59540,Rancho Cucamonga Dist #1,SUN,Solar,CA,California,PV,336.42,megawatthours,ipp-non-chp,59284,"Kona Solar, LLC",CISO,California Independent System Operator,OP,1.8,2015-04,-117.552778|34.100278,4652,06071002110,-117.552778,34.100278
2015-06,59541,Terra Francesco,SUN,Solar,CA,California,PV,294.89,megawatthours,ipp-non-chp,59284,"Kona Solar, LLC",CISO,California Independent System Operator,OP,1.5,2015-03,-117.606667|34.039722,8704,06071001803,-117.606667,34.039722
